title,desc,url,type,pcm_price,pw_price,bills_included,available_now,location,new_today
b'Inside the Square Mile - 3 Double Bedrooms',"b'3 Large DB Maisonette FlatshareThree very spacious bedrooms all with inbuilt full size cupboards, full size desk and office chair together with...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=1685910&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D270&,3 doubles,,213-219,False,True,London EC1Y (EC1),False
b'Beautiful Double Room Available at All Saints',b'One  Double Room Available in A Luxurious house in zone 2 with excellent transport connections in a newly refurbished house.Amazing area with lots...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13897000&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D270&,Double room,,180,True,False,All Saints (E14),False
b'Beautiful Double Room Available at Limehouse',b'One  Double Room Available in A Luxurious house in zone 2 with excellent transport connections in a newly refurbished house.Amazing area with lots...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13928410&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D270&,Double room,,190,True,True,London E1 (E1),False
b'Beautiful Couple Room Available at Stepney Green',b'Double Room Available  in A Luxurious house in zone 2 with excellent transport connections in a newly refurbished house.Amazing area with lots of...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13936123&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D270&,Double room,,200,True,False,London E1 (E1),False
b'Double bedroom + own bathroom  available now',"b'Due to the need to relocate, I\xc3\xa2\xc2\x80\xc2\x99m now looking for a replacement tenant for our flat! With tenancy just renewed in September, this is ideal for...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13774441&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D270&,Double room,210,,False,True,Tower Bridge (SE1),False
b'Extra Large Studio Room Near Finsbury Park Tube',b'STUDIO ROOM WITH A VIEW NEAR FINSBURY PARK TUBEA fully furnished extra large studio sized centrally heated room in a spacious  apartment with a...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=7425715&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D270&,Double room,825,,True,False,Finsbury Park (N4),False
b'Zone 1 Double bedroom with en-suite & garden',b'This double bedroom with en-suite bathroom is located in a 3-bedroom shared house with 3 floors which has a spacious living room area and a separate...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13941139&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D270&,Double room,998,,False,False,Vauxhall (SE11),False
b'Furnished double ensuite room available',"b'Large furnished double room with ensuite available now for one person only in a non-smoking, four bedroom furnished Edwardian flat. Your  flatties...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13888675&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D270&,Double room,900,,True,False,Cricklewood (NW2),False
b'Beautiful Putney double rooms',"b'Huge Victorian home in a lovely Putney neighbourhood, with basement den for serious Netflix binges. The monthly rent takes care of everything in...'",https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=12320011&search_id=885030262&offset=280&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D280&,2 doubles,148-192,,True,True,Putney (SW18),False
b'Great Deal#Text Me#Fcfs Zone 2 Next to Station',b'Services Provided- All Bills Included- Free complimentary internet- Free complimentary service- Assistance in maintenance/ repairs- Free...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13930954&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D280&,Single + 2 doubles,,150-180,True,False,Mile End (E3),False
b'Canary Wharf# London Financial District# STAY here',"b""MINIMUM OCCUPANCY!!WALKING DISTANCE TO TUBE STATIONYou won't get another opportunity like this!! Book Now!!!Easy Access to Canary...""",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13930783&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D280&,Double room,,180,True,True,Canary Wharf (E14),False
b'City of London # Your amazing rooms',b'2 Rooms available in a single flat right in Central London!!!Friends book now!Services Provided- All Bills Included- Free complimentary...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13930594&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D280&,2 doubles,,190-210,True,False,Tower Bridge (E1),False
b'Large Room opposite QMUL#perfectforstudents',b'Book a free viewing \xc3\xa2\xc2\x99\xc2\xa5\xc3\xa2\xc2\x99\xc2\xa5Room available on 18th October .. Book NowFACILITIES AVAILABLE;- Within 4 mins walk to Stepney Green Station (...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13937038&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D280&,Single room,,180,True,False,Stepney Green (E1),False
b'# Luxury & Modern Room Near Canary Wharf #',"b'Located in a modern built flat, and within 19 minutes away from Canary WharfYou also have the facility of easy access to Zone 1 within 25...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13927051&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D280&,Single room,,210,True,False,Canary Wharf (E14),False
b'2 Best rooms for 2 best friends - Canary Wharf',b'Services Provided- All Bills Included- Free complimentary internet- Free complimentary service- Assistance in maintenance/ repairs- Free...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13937164&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D280&,2 singles,,170-180,True,False,Blackwall (E14),False
b'One of a Kind!!! #Ensuite #E14',b'Services Provided- All Bills Included- Free complimentary internet- Free complimentary service- Assistance in maintenance/ repairs- Free...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13938631&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D280&,Double room,,220,True,True,Canary Wharf (E14),False
b'FRIENDS!!! #4_Rooms_Close_To_ Station',b'Why you should take these rooms?Fully furnished room and kitchen9 minutes walk to Stepney Green Station (District/ Hammersmith and City...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13867897&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D280&,4 singles,,150-190,True,True,Stepney Green (E1),False
b'#Best_Piece_of_Business!!! Dont Lose It',b'Services Provided- All Bills Included- Free complimentary internet- Free complimentary service- Assistance in maintenance/ repairs- Free...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13938832&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D280&,Single room,,180,True,True,Canary Wharf (E14),False
b'Luxury Double & Ensuites rooms available in zone 2',b'Beautiful Double and ensuite  rooms available for rent This impressive apartment forms part of this stylish new development situated within walking...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13933189&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D280&,4 doubles,,190-220,True,True,Stepney Green (E1),False
b'Very Lovely Double Room (All Bills Inc)',b'SW15 5EU __ VERY LOVELY DOUBLE ROOM (ALL BILLS INCLUSIVE ) .... It is available 1st NOVEMBER 2019Double  room: \xc3\x82\xc2\xa3190 Per Week--- the room...',https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=13221283&search_id=885030262&offset=290&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D290&,Double room,,190,True,False,Putney (SW15),False
"b'Big dble room in lovely house, Bermondsey SE1'","b'* 2 Beautiful light airy bedrooms are available in our lovely house!  1 is large, the other is huge!  Both overlooking garden: South! :)All the...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=3319206&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D290&,2 doubles,975-995,,True,True,Bermondsey (SE1),False
b'Massive Bedroom\xc3\xaf\xc2\xbc\xc2\x8cPrivate Huge Balcony',"b""It's really a nice area of zone 2. \nA massive bedroom\xc3\xaf\xc2\xbc\xc2\x8chas plenty of space even enough for doing exercises.Fully furnished: 1 king size bed, 1 big...""",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13928110&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D290&,Double room,,200,True,False,Canada Water (SE16),False
"b'Large Double Room available, Prime Location'","b""Hello!My flatmate is moving out and I'm looking for someone to take over his room. The room is very spacious and full of light. The flat is...""",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13614496&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D290&,Double room,780,,False,False,Stoke Newington (N16),False
b'Luxury Double Ensuite Room **River View**',"b'""Luxurious Waterside Living with Home Theatre"" FEATURED ON PROPERTY BLOG WONEGO UK AUG 2016. *This is the perfect home for a movie lover & someone...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=3643377&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D290&,Double room,999,,True,False,Island Gardens (E14),False
b'Very Central (Zone 1) Apartment',"b'A very large, clean, double room available in a very modern apartment in Central London (Zone 1 - Marylebone).Rooms are tastefully furnished. The...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=8165398&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D290&,Double room,900,,True,False,Marylebone (NW8),False
b'Amazing single room in Kilburn',b'Hello everyone!!We are pleased to offer this flat located in KilburnFew min away from the underground station24h BusesPerfect location with...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13704892&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D290&,Double room,,235,False,False,Kilburn (NW6),False
b'Double room in Kilburn',b'Hello everyone!!We are pleased to offer this flat located in Kilburn5 min away from Kilburn Station24h BusesPerfect location with all...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13664062&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D290&,Double room,,220,True,False,Kilburn (NW6),False
b'Amazing double room Shepherd s Bush',b'Hello everyone!!We are pleased to offer this flat located in Shepherd s Bushfew min away from the underground St.24h BusesPerfect location...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13940629&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D290&,Double room,,235,False,True,Shepherds Bush (W6),False
b'Amazing double room Willesden Green',b'Hello everyone!!We are pleased to offer this flat located in Willesden Green few min away from the station24h BusesPerfect location with all...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13940521&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D290&,Single room,,200,False,True,Willesden Green (NW2),False
b'Big London Victoria/Pimlico dbl room with pvt Gdn',"b'Big London Victoria/Pimlico dbl room with privante entrance via patio garden. Close proximity  to historic atractions such as Backingham palace, house...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13836100&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D290&,Double room,000,,True,False,London SW1V (SW1),False
b'Homestyle Luxury in Elephant and Castle',"b'A beautifully refurbished flat in zone 1. A great space for 4 people to share, minutes walk to Elephant and Castle station.The monthly rent takes...'",https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=12052306&search_id=885030262&offset=300&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D300&,4 doubles,000-127,,True,True,Elephant and Castle (SE17),False
b'Spacious ensuite in only girls flat',"b'Amazing double ensuite room with parking, and free gym accessFabulous ensuite double room available in a newly built 3rd floor, 4 bedroom, 3...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13905007&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D300&,Double room,025,,True,False,Docklands (SE8),False
b'Modern W/Kensington Flat-Concierge-Share Bills Inc',b'Newly Refurbished Modern flat Share next to West Kensington Tube on the District Line - 24hr Concierge - Rooms are available from the 17th October...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9326872&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D300&,Double room,000,,True,False,Hammersmith (W14),False
"b'Lovely spacious, furnished bay room with ENSUITE'","b'Absolutely an amazing house-share, massive amounts of space for a north-west London property. Super-cool housemates AND your very own ENSUITE (no...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=11976463&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D300&,Double room,790,,True,False,Willesden Green (NW2),False
b'No agency fees! loft room including bills. wifi TV',"b'The price of this lovely loft room is \xc3\x82\xc2\xa31150 per month inclusive of all bills, including television and wifi internet.  Move in from 30 November...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=3326482&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D300&,Double room,150,,True,False,Soho (W1),False
b'\xc3\xb0\xc2\x9f\xc2\x8f\xc2\xa0 52B Fab room-Fab House SW6-Must be seen \xc3\xb0\xc2\x9f\xc2\x91\xc2\x80',"b'\xc3\xb0\xc2\x9f\xc2\x8f\xc2\xa0Looking for a professional house share with great housemates, high quality furniture and fittings, and one bill with everything included (Sky,...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=3042367&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D300&,Double room,146,,False,False,Fulham (SW6),False
b'2 Large Double Bedrooms in HYDE PARK Flat',b'Available NOW - No couples -Two large double bedrooms are now available in a lovely 3-bedroom flat in one of the most desirable and elegant...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13935520&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D300&,2 doubles,,270,True,True,Paddington (W2),False
b'\xc3\xb0\xc2\x9f\xc2\x8d\xc2\x84Canary Wharf/Mudchute \xc3\xb0\xc2\x9f\xc2\x8d\xc2\x841 Double Bedroom',"b'Looking for space, comfort and touch of luxury? THIS IS THE PERFECT HOME FOR YOU!This house is in a fantastic location with easy access to public...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13940977&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D300&,Double room,,200,True,True,Canary Wharf (E14),False
"b'Single room - clean, modern apartment'","b'- Single room with ensuite shower/bathroom- Kitchen with dishwasher, washing machine, dryer- Spacious lounge and study area- Delightful views of...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13763719&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D300&,Single room,,200,True,True,All Saints (E14),False
b'Double Room Available Now in Kings Cross',b'PROPERTY INFORMATIONNEWLY REFURBISHED apartment With an outstanding location 6 min walk to Kings Cross ST. PancrasADDRESS17 Bridge...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13932538&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D300&,Double room,875,,False,False,Angel (N1),False
b'Single Room Available Now in Kings Cross',b'PROPERTY INFORMATIONNEWLY REFURBISHED apartment With an outstanding location 6 min walk to Kings Cross ST. PancrasADDRESS17 Bridge...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13932469&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D300&,Double room,850,,False,False,Angel (N1),False
b'Westminster Winner',b'Incredible Zone 1 location in the heart of Westminster. Rooms in a six bedroom house with its own private roof terrace.Current photos...',https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=13938094&search_id=885030262&offset=310&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D310&,6 doubles,200-600,,True,True,Westminster (SW1),False
"b""King Sized Double Room in King's Cross""",b'PROPERTY INFORMATIONNEWLY REFURBISHED apartment With an outstanding location 6 min walk to Kings Cross ST. PancrasADDRESS17 Bridge...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13932415&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D310&,Double room,950,,False,False,Angel (N1),False
b'Luxury on Suit in North Greenwich (Av.1St Nov)',b'PROPERTY INFORMATIONNEWLY REFURBISHED three-bedroom apartment.- Double room with an amazing view and 24 HRS CONCIERGE.ADDRESS46 Barge...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13916158&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D310&,Double room,925,,False,False,North Greenwich (SE10),False
b'King Sized Double Room in Bow',b'PROPERTY INFORMATIONA newly refurbished apartment with all utilities needed.The accommodation comprises:- Very well-equipped kitchen with a...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13909882&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D310&,Double room,850,,False,True,Bow (E3),False
b'King Sized Double Room in Bow',b'PROPERTY INFORMATIONA newly refurbished apartment with all utilities needed.The accommodation comprises:- Very well-equipped kitchen with a...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13910110&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D310&,Double room,825,,False,True,Bow (E3),False
b'King Sized Double Room in Bow',b'PROPERTY INFORMATIONA newly refurbished apartment with all utilities needed.The accommodation comprises:- Very well-equipped kitchen with a...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13909951&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D310&,Double room,850,,False,True,Bow (E3),False
b'King Sized on Suit in Rotherhithe',"b'PROPERTY INFORMATIONLarge three-bedroom apartment.ADDRESS14 Codrington Court243 Rotherhithe Street RotherhitheLondon, SE16 5FSALL...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13728898&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D310&,Double room,800,,False,True,Rotherhithe (SE16),False
b'King Sized Double Room in Bow',b'PROPERTY INFORMATIONA newly refurbished apartment with all utilities needed.The accommodation comprises:- Very well-equipped kitchen with a...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13909738&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D310&,Double room,825,,False,True,Bow (E3),False
b'Large King Sized Double Room in Canning Town',"b'PROPERTY INFORMATIONLarge KING-SIZED ROOM WITH PRIVATE BALCONYADDRESS102 Gateway Tower28 Western Gateway , Royal Victoria, London,...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13729192&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D310&,Double room,150,,False,False,Canning Town (E16),False
"b'Bow, Fully furnished ground floor apartment.'","b'Lovely ground floor fully furnished rooms with garden, close to underground stations, DLR, buses and supermarkets. This is a very clean and tidy two...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13905553&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D310&,3 doubles,600-800,,True,False,Bow (E3),False
b'106DH - Canary Wharf - 7 minutes walk - GYM',"b'Hello,We have 1 room available in our 3 bed 2 bath flat in the popular development of Lanterns Court, offering a communal gym!  It has a bright...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13035142&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D310&,Double room,050,,True,False,Canary Wharf (E14),False
"b'Bow Quarter Complex Large Room.Gym,Pool,Jacuzzi'",b'Double room available for let from ASAP / 1st of October 2019==============================                        THE PLACE LOOKS MUCH BETTER...',https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=3745604&search_id=885030262&offset=320&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D320&,Double room,900,,False,False,Bow Church (E3),False
b'701IC - Canary Wharf - 5 minutes walk - South Quay',"b'Hello,We have 2 rooms available in a very beautiful 3 bedroom 2 bathroom luxury flatshare in Indescon Square, Canary Wharf. The property code is...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13376605&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D320&,2 doubles,100-275,,True,False,Canary Wharf (E14),False
b'New Refurbished Room&Bathroom!ZONE 2',"b'Hey Guys ,I am looking for new housemates for my Re-decorate Double sizes, bright room. Room is perfect for couple also.The Flat is fully...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=2551129&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D320&,Double room,,185,True,True,London SE4 (SE4),False
"b'Great flat, great location, all bills included.'","b'This 850 square foot flat overlooks a park, river and the Deptford Bridge DLR which is hugely convenient. Greenwich, Deptford and New Cross rail...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=11127709&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D320&,Double room,850,,True,False,Deptford (SE8),False
"b'Luxury town house in private mews, St. Pancras'","b'I am a live-in landlord with 1 double bedroom available for rent in a luxury town house. We live on a quiet, gated mews with a garage and private,...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=11913601&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D320&,Double room,200,,True,False,Camden (NW1),False
b'Large double room in Borough',"b""Hi, I'm looking for someone to share a lovely 2-bed flat in Borough from 1 November 2019. The rent is \xc3\x82\xc2\xa3900 per month, with bills a total of c\xc3\x82\xc2\xa31035....""",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=2949662&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D320&,Double room,900,,False,False,Borough (SE1),False
b'Beautiful double bedroom in leafy Greenwich',"b'Lovely double bedroom available for rent in a gated secure development in Greenwich. The location is ideal, minutes from Greenwich/cutty sark...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=11903299&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D320&,Double room,845,,True,True,Greenwich (SE8),False
"b'*** Professionals House in London, Zone 1 ***'","b'**OPEN VIEWING 12th OCTOBER**A modern and cosy king sized double room, a small double room and one single room have all become available for...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13342276&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D320&,2 singles + double,,135-235,True,True,London E1 (E1),False
b'\xc3\xa2\xc2\x98\xc2\x80\xc3\xaf\xc2\xb8\xc2\x8f Bright Room with Balcony \xc3\xa2\xc2\x98\xc2\x80\xc3\xaf\xc2\xb8\xc2\x8f',"b'\xc3\xb0\xc2\x9f\xc2\x92\xc2\xa5 Special Offer \xc3\xb0\xc2\x9f\xc2\x92\xc2\xa5\xc3\xa2\xc2\x80\xc2\xa2 Nice spacious room available in a new building, the property has 4 bedrooms, 2 bathrooms, beautiful open plan kitchen...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13847188&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D320&,Double room,950,,True,True,Archway (N19),False
b'Coming Soon in Camden',"b'\xc3\xa2\xc2\x9c\xc2\xa8 GREAT LOCATION \xc3\xa2\xc2\x9c\xc2\xa8\xc3\xb0\xc2\x9f\xc2\x94\xc2\xb9 Recently refurbished modern clean flat situated in Camden Town, plenty of local shops, bars and restaurants around the...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13918768&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D320&,Double room,100,,True,False,Camden (NW1),False
b'+Double Room/Bethnal Green/2 Min Walk to Stati',b'Hi Londoners!Looking for a place to call HOME?We are happy to present this Double rooms Available now in London Bethnal Green. The flat is nice...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13047418&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D320&,Double room,,190,False,False,Bethnal Green (E2),False
b'Available SOON-Huge Room Near Fulham Broadway Tube',"b'Hi All!PLEASE Read Entire Post and message us on the number listed to arrange a viewing  =)(I promise, the pics do not do the room/house justice...'",https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=13873354&search_id=885030262&offset=330&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D330&,Double room,940,,True,False,Fulham Broadway (SW6),False
