title,desc,url,type,pcm_price,pw_price,bills_included,available_now,location,new_today
"b'Canada Water: Large room,  double bed.'","b'***** Available to move in from 5th October 2019 *****Hi, I am currently looking for a sociable (non-smoking) professional, sociable, English...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=50962&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D170&,Double room,,190,True,True,Canada Water (SE16),False
b'Olympia / Hammersmith  - West London',b'A unique location within a quiet safe residential neighbourhood with excellent tube connections over London. Centrally located large Victorain...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=1654747&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D170&,Double room,050,,True,True,Olympia (W14),False
b'Room in a new built',"b'Hey, I am looking for a flatmate to share this cosy apartment in a new built with a free gym, 10 min walk from Vauxhall train station. I am a...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13935553&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D170&,Double room,200,,False,False,London SW11 (SW11),False
b'Large Kingsize Room With HD TV By BrickLane ZONE 1',"b'Please note there is no lounge but there is a fully fitted equipped kitchen. The room itself is huge, fully furnished, including a LEATHER SOFA + wall...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=2879653&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D170&,Double room,,184,True,True,London E1 (E1),False
"b'Lovely Bright Double Room - Riverside Flat, SW11'","b'A lovely, sunny, bright, quiet, double room with ensuite bathroom is available in a beautiful 2 bedroom flat on the 6th floor of a secure, luxury...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13922743&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D170&,Double room,100,,True,False,Battersea (SW11),False
b'HouseBoat Rental. By Chelsea Harbour',"b'Twin Cabin Houseboat, with en suite, available NOW. Enjoy the unique experience of living on the R. Thames - expansive river views, within close reach...'",https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=13568800&search_id=885030262&offset=180&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D180&,Double room,050,,False,True,London SW6 (SW6),False
b'Twin Size Room Furnished in Maida Vale',b'twin size room with a private terrace   and 36 inch plasma TV in maida valethe flat has been recently refurbished and has  a fully equipped kitchen...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=3762926&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D180&,Double room,000,,True,False,Maida Vale (W9),False
b'Lovely Double Room with Ensuite Camden!',"b'Perfectly located, with Caledonian Road Station within a 15 min walk, giving you access to the Piccadilly line.The Collective Camden hosts a...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13908088&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D180&,Double room,213,,True,True,Caledonian Road (N7),False
"b'*NEW OFFER*- Ensuite Room + Cinema, Sauna, Gym'","b'***LIMITED PERIOD OFFER - 2 WEEKS RENT FREE*** Ensuite room in world\xc3\xa2\xc2\x80\xc2\x99s largest co-living development, conveniently located between North Acton...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=4760191&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D180&,Double room,,250,False,True,Old Oak Common (NW10),False
b'**Two Weeks Free Rent** All inc. Ensuite + More',"b'***LIMITED PERIOD OFFER - 2 WEEKS RENT FREE***This premium ensuite, with access to an array of communal areas, is walking distance from both North...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=4940101&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D180&,Double room,,250,True,True,North Acton (NW10),False
b'Limited Summer Offer- All Inclusive Ensuite+More',"b'***LIMITED PERIOD OFFER - 2 WEEKS RENT FREE***Ensuite room in world\xc3\xa2\xc2\x80\xc2\x99s largest co-living development, conveniently located between North Acton...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=6089833&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D180&,Double room,,280,True,True,London NW10 (NW10),False
b'*Brand New Offer* All inc. Ensuite Room',"b'***LIMITED PERIOD OFFER - 2 WEEKS RENT FREE***This premium ensuite, with access to an array of communal areas, is walking distance from both North...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=11954047&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D180&,Single room,,250,True,True,North Acton (NW10),False
"b""Stylish Room in Girl's Flat! Shepherd's Bush!""",b'GUYS!Great opportunity SPACIOUS cosy rooms available in REFURBISHED flat in one of the most vibrant London locations!10 min walk to White...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=8624086&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D180&,Double room,,180,True,True,White City (W12),False
b'* Spacious Rooms Near Westfield ** Be Fast',b'Great opportunitySPACIOUS cosy room available in REFURBISHED flat in one of the most vibrant London locations!6-7 min walk to White City -...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=10273117&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D180&,Double room,,180,True,True,Shepherds Bush (W12),False
b'7 Minute to Bermondsey Double Room Bills Inc',"b'7 Minute to Bermondsey Tube(Jubilee Line, 14 Minutes to Bond Street)Fully furnished with wardrobe, chest drawer, desk, chair and a new double...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=10391872&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D180&,Double room,,180,True,True,Bermondsey (SE1),False
"b'Large, cosy Sunny Double Room in Camden'","b'A large spacious, bright sunny double room to rent in Camden.Looking for a tidy, friendly and non smoking person.The flat is located 1 min walk...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=2782609&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D180&,Double room,975,,False,False,Camden Town (NW1),False
"b'Lovely Single Room With Ensuite, All bills inc'","b'Perfectly located, with Caledonian Road Station within a 15 min walk, giving you access to the Piccadilly line.The Collective Camden hosts a...'",https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=13910227&search_id=885030262&offset=190&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D190&,Single room,126,,True,True,Caledonian Road (N7),False
b'Amazing Double with Ensuite in Canary Wharf',"b'NO ADMIN FEE!I am very happy to present you this fully furnished, amazing Double room with en suite bathroomin the heart of Canary Wharf. Room...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9554671&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D190&,Double room,,180,True,True,Canary Wharf (E14),False
b'HUGE Double room in trendy Dalston/Haggerston',b'Please note that the room is available from the 1st of NOVEMBER!HUGE double room in the popular area of Haggerston and Dalston (zone 2). Quiet...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9645106&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D190&,Double room,926,,False,True,Dalston (N1),False
b'2 Exceptional doubles Battersea Clapham Junctio',"b'Rarely available, completely refurbished victorian house on a quiet residential road, on Home road SW11 3EZ, 8 mins walk to Clapham Junction station...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=120265&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D190&,2 doubles,,190-220,False,False,Clapham Junction (SW11),False
"b'Immaculate double,  5 min walk Clapham Junction'","b'We live in this lovely newly refurbished sunny low rise garden flat, finished to an exceptionally high standard, with wooden flooring & blinds...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=6920&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D190&,Double room,,190,False,False,Clapham Junction (SW11),False
b'\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83Aldgate/Tower Hill*Dreamy Location\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83',"b'\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83\xc3\x83\xc2\xb0  \xc3\x85\xc2\xb8 \xc3\x85\xc2\xbd\xc3\x86\xc2\x92\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83 \xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x83.superbly connected London Underground stations, between...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13933039&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D190&,Single + double,,176-199,True,True,Aldgate East (E1),False
b'\xc3\xb0\xc2\x9f\xc2\x9a\xc2\xa8Canary Wharf*\xc3\xa2\xc2\x80\xc2\xa2Fire Selection\xc3\x82\xc2\xaa\xc3\xa2\xc2\x80\xc2\xa2\xc3\xb0\xc2\x9f\xc2\x9a\xc2\xa8S.O.S',b'*OUR FLATS ARE FULLY FURNISHED*Located close to a wealth of Canary Wharf shops and amenities  perfectly placed for a great range of Isle of Dogs...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13876648&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D190&,3 doubles,,165-210,True,True,Canary Wharf (E14),False
b'Room in a newly refurbished Victorian home',b'I\xc3\xa2\xc2\x80\xc2\x99m a professional art consultant.  Original from China and have been living here for 16 years.  \n\nHere is my home: \n\nA newly refurbished Victorian...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=11772313&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D190&,Double room,200,,True,False,Battersea park (SW11),False
b'Amazing 7th floor 2bed.Breathtaking views E2 8FX',"b'Hi everyone,I am looking for a flatmate to move in this amazing flat with me by the 1st of November. If this could be you please message me...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13661824&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D190&,Double room,040,,False,True,Haggerston (E2),False
b'2 Large ensuite double rooms to let',b'3 Beautiful ensuite double rooms to let in this lovely flat in east India.Very clean and bright flat. Close to the east India train station...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13718668&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D190&,Double room,975,,True,True,East India (E14),False
b'Central Line - 3 Minute walk - Very Quiet',"b'King size bed, with private en-suite, double walk-in shower and bath etc., . It is a kind, friendly and homely house-share for the right person. It is...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13042117&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D190&,Double room,175,,True,False,Notting Hill (W2),False
b'Super Stratford Living',"b'Apartments in a brand new building, with a great balcony overlooking Stratford. 10 minutes walk to the Olympic Park, Westfield and Stratford Station...'",https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=12134131&search_id=885030262&offset=200&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D200&,3 doubles,075-300,,True,True,Stratford (E15),False
b'Double Room near Canary Wharf - ALL BILLS!',"b'AVAILABLE FROM 16th NOVEMBER 2019!A vibrant and spacious DOUBLE ROOM in a house share with three others, just a stone\xc3\xa2\xc2\x80\xc2\x99s throw from CANARY WHARF...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13852915&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D200&,Double room,780,,True,False,Isle of Dogs (E14),False
"b'Massive Double Bedroom - Paddington, W2'","b'Massive Double Room available in Paddington, W2***\xc3\x82\xc2\xa31000pcm - ALL BILLS INCLUDED***One very large and bright double room available in this four...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=11329567&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D200&,Double room,000,,True,False,Paddington (W2),False
"b'Brand NEW4 Double Rooms, Living/Dining Area,Garden'",b'4 REMAINING DOUBLES ALL AVAILABLE NOW!!!FROM \xc3\x82\xc2\xa3775- \xc3\x82\xc2\xa3850 ALL BILLS INCLUDED NO COUPLESMIN 6 MONTHSALL BRAND NEW FURNITURE AND KITCHEN...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13787851&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D200&,4 doubles,775-850,,True,True,Islington (N7),False
b'Super Room Large  in Luxury Flat Share',"b'Room 1 Super Large Room in luxury flat in Baker Street, Marylebone,Exclusively design and tastefully furnished, solid wood floor, etc...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=2127214&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D200&,Double room,100,,True,False,Baker Street (NW1),False
